Province,District,Ward,Road,Area,Frontage,Access Road,House direction,Balcony direction,Floors,Bedrooms,Bathrooms,Legal status,Furniture state,Price
Bà Rịa Vũng Tàu,Xuyên Mộc,#N/A,Xã Bình Châu,475,7,6,Tây - Bắc,,,,,Have certificate,,3.7
Hồ Chí Minh,Quận 8,#N/A,Phường 7,80,,12,Tây - Bắc,,4,4,4,Have certificate,,6.1
Hồ Chí Minh,Bình Tân,Phường Bình Hưng Hòa A,Đường Số 12,80,12,12,,,2,4,,Have certificate,Basic,6.18
Hà Nội,Hai Bà Trưng,Phường Minh Khai,Đường Minh Khai,31,4.2,2.5,,,6,3,4,Have certificate,Full,7.5
Hà Nội,Hà Đông,Phường Dương Nội,Đường Tiến Thành,42,8.6,10,Đông - Bắc,,5,3,4,Have certificate,Full,4.8
Hà Nội,Long Biên,#N/A,Phường Ngọc Thụy,55,4.2,,,,5,,,Have certificate,,8
Hồ Chí Minh,Quận 7,Phường Tân Hưng,Đường Trần Xuân Soạn,73,4,6,,,2,8,8,Have certificate,Basic,6
Hà Nội,Thanh Xuân,Phường Khương Đình,Phố Vũ Tông Phan,42,,6,,,4,4,3,Have certificate,Basic,8.95
Hồ Chí Minh,Quận 7,Phường Tân Thuận Đông,Đường Bùi Văn Ba,70,5,6,,,4,5,5,Have certificate,Full,7.5
Hồ Chí Minh,Quận 6,#N/A,Phường 10,75,4,10,Đông - Bắc,,2,1,1,Have certificate,Full,9
Hà Nội,Gia Lâm,#N/A,Xã Kiêu Kỵ,45,,,,,2,,,Have certificate,,3.3
Hồ Chí Minh,Tân Bình,Phường 10,Đường Đồng Đen,64,3.7,8,Tây - Nam,,4,4,3,Have certificate,,9.5
Hồ Chí Minh,Quận 11,Phường 2,Đường Hàn Hải Nguyên,66,4.5,6,,,3,5,5,Have certificate,,3.1
Hòa Bình,Lương Sơn,Xã Tân Vinh,Dự án Sunset Villas & Resort,350,,,,,2,4,4,Have certificate,,5.8
Bà Rịa Vũng Tàu,Xuyên Mộc,Xã Phước Thuận,The Hamptons Hồ Tràm,80,,1,Đông,Đông,,,,Sale contract,,9.1
Hồ Chí Minh,Quận 6,Phường 14,Đường Tân Hóa,51,,,,,1,,,Have certificate,Basic,8
Hồ Chí Minh,Tân Bình,Phường 12,Hẻm 304 Đường Trường Chinh,45,4,7,,,5,4,4,Have certificate,,9
Hồ Chí Minh,Nhà Bè,Xã Phú Xuân,Dự án Orchid Park,50,,,,,,,1,Have certificate,,2.3
Hồ Chí Minh,Tân Bình,Phường 10,Đường Ni Sư Huỳnh Liên,56,,6,,,4,4,5,Have certificate,Full,9
Hà Nội,Hoài Đức,Xã La Phù,Đường La Phù,30,4,3,Bắc,Bắc,3,3,3,Have certificate,Full,2.95
Hồ Chí Minh,Quận 5,Phường 7,Đường Huỳnh Mẫn Đạt,48,3.75,,,,2,3,3,Have certificate,Basic,6.95
Hà Nội,Hoài Đức,Xã La Phù,Đường Hoa Thám,33,4,5,Đông - Bắc,Đông - Bắc,5,3,4,Have certificate,Full,3.2
Bà Rịa Vũng Tàu,Bà Rịa,Phường Long Tâm,Đường Kha Vạn Cân,92,5,17,Đông - Bắc,,3,4,3,Have certificate,,3.6
Đồng Nai,Nhơn Trạch,Xã Phú Thạnh,Dự án Swan Park,151.2,60,,,,,,,Sale contract,,8.5
Khánh Hòa,Nha Trang,Phường Vĩnh Hòa,Đường Phú Đức,45.8,5,3,Tây,Tây - Nam,2,2,2,Have certificate,Full,2.6
Hồ Chí Minh,Quận 10,Phường 4,Đường Bà Hạt,31,,,,,2,2,2,,,4.4
Hồ Chí Minh,Quận 7,Phường Phú Thuận,1113,40.7,4,4,Đông - Nam,Đông - Nam,2,2,3,Have certificate,Basic,4.8
Hồ Chí Minh,Quận 7,Phường Phú Thuận,Hẻm 1205,87.1,6.7,4,Đông,Đông,2,4,4,Have certificate,Basic,6
Long An,Đức Hòa,Xã Mỹ Hạnh Nam,Đường Tỉnh lộ 824,45,4.5,6,,,2,2,2,Have certificate,Basic,2.35
Hồ Chí Minh,Hóc Môn,Xã Xuân Thới Thượng,Đường Nguyễn Văn Bứa,90,5,7,,,2,5,4,Have certificate,Basic,3.8
Hồ Chí Minh,Quận 9,Phường Trường Thạnh,Dự án Sim City,86,6,,,,,,,,,5.3
Hồ Chí Minh,Quận 8,Phường 1,432/,30,4,4,Tây - Bắc,,3,3,2,Have certificate,,2.65
Đồng Nai,Biên Hòa,#N/A,Phường Hóa An,90,5.5,8,Đông,Đông,3,4,4,Have certificate,,4.4
Long An,Cần Giuộc,Xã Long Hậu,Dự án T&T Millennia City Long Hậu,120,6,21,Bắc,Tây,4,5,5,Sale contract,Basic,6.35
Hà Nội,Hoàng Mai,Phường Thịnh Liệt,Ngõ 521,85,6,,,,,3,2,Have certificate,Basic,8.5
Hồ Chí Minh,Bình Thạnh,Phường 11,Đường Phan Văn Trị,40,,5,,,4,4,6,Have certificate,,7.25
Hồ Chí Minh,Bình Thạnh,Phường 11,Đường Phan Văn Trị,58,,,,,5,,,Have certificate,Full,9.9
Hồ Chí Minh,Bình Tân,Phường Bình Hưng Hòa A,Đường Miếu Gò Xoài,70,5.5,8,,,2,3,3,Have certificate,Full,4.8
Hồ Chí Minh,Quận 12,Phường An Phú Đông,Đường An Phú Đông 1,85,5,,,,2,4,,Have certificate,,6.75
Hồ Chí Minh,Gò Vấp,Phường 6,Đường Lê Đức Thọ,64,4,5,,,4,,,Have certificate,,7.5
Hồ Chí Minh,Quận 9,#N/A,Phường Phước Long A,72,4.5,,,,2,4,,,,5.42
Hải Phòng,Thủy Nguyên,Xã Thủy Triều,Dự án Vinhomes Royal Island,75,5,41,Đông - Nam,,4,4,4,Have certificate,,10
Hồ Chí Minh,Quận 6,Phường 1,Đường Gia Phú,66.3,,8,,,5,5,4,Have certificate,Full,9.9
Hồ Chí Minh,Tân Bình,Phường 12,Đường Hoàng Hoa Thám,80,8,8,,,2,3,2,,,8.3
Hồ Chí Minh,Bình Tân,Phường Bình Trị Đông A,Đường Lê Văn Quới,50,,6,,,4,5,4,Have certificate,,5.65
Hà Nội,Hai Bà Trưng,Phường Cầu Dền,Phố Bạch Mai,55,5,3,,,3,4,4,Have certificate,Full,5.3
Lâm Đồng,Đà Lạt,#N/A,Phường 11,76.5,,,,,,,,Have certificate,,6.49
Hồ Chí Minh,Quận 8,Phường 5,Đường Bông Sao,40,,3,Đông - Bắc,Đông - Bắc,2,2,2,Have certificate,Basic,3.1
Bình Dương,Dĩ An,Phường Đông Hòa,Đường Nguyễn Công Hoan,103,4.1,6,Tây - Bắc,Tây - Bắc,2,4,4,Have certificate,Full,4.99
Hà Nội,Hà Đông,Phường Vạn Phúc,Số nhà 25 ngõ 121,30,4.14,2,Tây - Bắc,Tây - Bắc,2,3,2,Have certificate,Basic,4.9
Hồ Chí Minh,Quận 7,Phường Bình Thuận,Đường Lý Phục Man,78,,12,,,4,4,5,Have certificate,Full,9.9
Bà Rịa Vũng Tàu,Vũng Tàu,Phường 8,Đường Bình Giã,90,4,20,Đông - Nam,,1,1,1,,,9.2
Long An,Bến Lức,Xã Lương Hòa,Dự án LA Home Long An,90,,60,,,2,3,3,Have certificate,,2.9
Hà Nội,Bắc Từ Liêm,Phường Thụy Phương,Đường Thụy Phương,58,3.7,5,Đông - Nam,,3,2,2,Have certificate,Basic,6.3
Hồ Chí Minh,Quận 9,Phường Long Trường,Đường Nguyễn Duy Trinh,60,5.2,5,,,3,4,3,Have certificate,,4.5
Bà Rịa Vũng Tàu,Vũng Tàu,Phường 2,Đường Võ Thị Sáu,82,9,5,Tây - Nam,,3,3,4,Have certificate,Basic,8
Hồ Chí Minh,Quận 9,Phường Phú Hữu,Dự án Melosa Garden,100,5,,,,3,4,5,Have certificate,,8.2
Hà Nội,Thanh Xuân,Phường Khương Đình,Ngõ 77,35,3.5,3,Đông - Bắc,Đông - Bắc,4,3,3,Have certificate,Basic,5.35
Hồ Chí Minh,Thủ Đức,Phường Linh Chiểu,Đường Võ Văn Ngân,94,6,,,,1,2,2,,,7.5
Hồ Chí Minh,Quận 10,Phường 12,Đường 3/2,40,5,5,,,2,2,2,Have certificate,Basic,4.9
Hồ Chí Minh,Quận 7,Phường Bình Thuận,Đường Huỳnh Tấn Phát,88,,6,,,5,4,5,Have certificate,Full,6.9
Bà Rịa Vũng Tàu,Vũng Tàu,Phường Thắng Tam,Đường Nguyễn Bỉnh Khiêm,48,5.4,4,Tây - Nam,Tây - Nam,3,4,5,Have certificate,Basic,4.5
Hà Nội,Quốc Oai,#N/A,Xã Đại Thành,55,,,,,3,3,3,Have certificate,,3.1
Bình Dương,Thuận An,Phường An Phú,Dự án An Phú 1,160,10,12,Tây,,3,4,4,Have certificate,,6.9
Hà Nội,Hoàng Mai,Phường Đại Kim,Đường Kim Giang,30,,,,,5,,,Have certificate,,6.6
Hồ Chí Minh,Phú Nhuận,Phường 7,Đường Phan Đăng Lưu,60,20,6,,,4,4,5,Have certificate,Basic,10
Hồ Chí Minh,Quận 10,Phường 13,Đường Cách Mạng Tháng Tám,55,,3,Tây - Bắc,Tây - Nam,3,,,Have certificate,,6.2
Quảng Ninh,Hạ Long,Phường Bãi Cháy,Đường Hậu Cần,89,,,,,1,2,2,Have certificate,Full,2.5
Quảng Nam,Hội An,Xã Cẩm Thanh,Dự án Casamia Hội An,240,,,,,3,,,Have certificate,,9.7
Đà Nẵng,Sơn Trà,Phường An Hải Bắc,Đường Lê Hữu Trác,150,6.1,5,,,,,,Have certificate,Full,7.4
Hồ Chí Minh,Quận 7,Phường Tân Quy,Đường 15,35,10.2,3,Tây,Tây,2,3,3,Have certificate,,4.5
Hồ Chí Minh,Thủ Đức,Phường Trường Thọ,Đường Số 1,63,4,,Đông - Bắc,,2,3,3,Have certificate,Full,6.2
Hồ Chí Minh,Tân Phú,Phường Hiệp Tân,Đường Tô Hiệu,80,4,12,,,2,2,2,Have certificate,Basic,8.18
Đà Nẵng,Ngũ Hành Sơn,Phường Khuê Mỹ,Dự án Nam Cầu Tuyên Sơn-Nam Việt Á,125,5,7.5,Tây - Nam,,3,4,5,Have certificate,Full,6.85
Hồ Chí Minh,Bình Thạnh,Phường 1,Đường Yên Đỗ,32.2,,6,,,4,3,3,Have certificate,Basic,5.75
Lâm Đồng,Bảo Lộc,Phường 2,Đường Mạc Đĩnh Chi,250,10,7,Đông - Nam,Đông - Nam,,4,2,Have certificate,Full,3.09
Hồ Chí Minh,Quận 3,Phường 5,Đường Cao Thắng,35,,,,,2,,,,,5.5
Long An,Cần Giuộc,Xã Long Hậu,Dự án T&T Millennia City Long Hậu,120,6,25,Đông,,4,6,5,Sale contract,,5.4
Hồ Chí Minh,Bình Tân,Phường Bình Hưng Hòa A,Đường Lê Văn Quới,40,4,5,,,2,2,2,Have certificate,,3.85
Hồ Chí Minh,Bình Tân,Phường Bình Hưng Hòa A,Đường Lê Văn Quới,72,4.5,6,,,3,5,5,Have certificate,Full,6.4
Hà Nội,Ba Đình,Phường Ngọc Hà,Đường Đội Cấn,69,4.3,2,,,4,3,4,Have certificate,Basic,9.5
Vĩnh Phúc,Vĩnh Tường,Xã An Tường,Cam Giá,146,8,10,Tây - Nam,Tây - Nam,2,3,2,Have certificate,Basic,2.4
Hồ Chí Minh,Quận 9,Phường Phước Bình,Đường 10,86.4,4,14,Đông - Bắc,Đông - Bắc,1,1,1,Have certificate,Basic,7.4
Hà Nội,Huyện Đông Anh,#N/A,Xã Đại Mạch,45,,,,,1,1,1,Have certificate,Basic,2.2
Hồ Chí Minh,Gò Vấp,Phường 4,Hẻm 185,36,,,Đông - Nam,Đông - Nam,3,4,3,Have certificate,Basic,5.6
Hà Nội,Hoàng Mai,Phường Hoàng Văn Thụ,Đường Nguyễn Đức Cảnh,36,3.7,3,Nam,Nam,4,5,4,Have certificate,,5.86
Hà Nội,Thanh Xuân,Phường Nhân Chính,Phố Quan Nhân,35,8.5,3,Nam,Nam,5,,,Have certificate,,8.9
Vĩnh Long,Bình Minh,#N/A,Dự án Khu Chợ và Nhà phố liên kế TX. Bình Minh,81.1,4,12,Đông - Nam,Đông - Nam,4,5,6,Have certificate,Basic,8.25
Hồ Chí Minh,Thủ Đức,Phường Linh Đông,Đường Số 22,55,4,4.6,Tây - Nam,,1,1,1,Have certificate,,4.5
Hồ Chí Minh,Bình Tân,Phường Bình Trị Đông B,Đường Số 5A,80,,,,,2,,,,,9
Hồ Chí Minh,Thủ Đức,Phường Tam Bình,Đường Số 12,92,,6,,,,3,2,Have certificate,,4.85
Đà Nẵng,Cẩm Lệ,Phường Hòa An,Số 355 Tôn Đản,110.9,6.6,7,Đông - Bắc,Đông - Bắc,,1,1,Have certificate,,6.3
Đồng Nai,Nhơn Trạch,Xã Phú Hữu,2831,88,4,30,Bắc,Bắc,1,2,1,Have certificate,Basic,6.5
Hồ Chí Minh,Thủ Đức,Phường Linh Chiểu,Đường Võ Văn Ngân,66,6.4,,,,2,3,3,Have certificate,,6.2
Hà Nội,Quốc Oai,#N/A,Xã Đại Thành,50,,5,,,4,4,3,Have certificate,Basic,2.8
Hà Nội,Long Biên,Phường Thạch Bàn,Đường Thạch Bàn,36,5,4,Đông - Nam,Đông - Nam,5,3,3,Have certificate,Full,3.7
Hồ Chí Minh,Quận 9,Phường Tăng Nhơn Phú A,Hẻm 3,56.7,5,9,,,3,3,2,Have certificate,,4.9
Hà Nội,Hà Đông,Phường Quang Trung,Đường Quang Trung,40,3.5,,,,4,4,,Have certificate,,4.95
Đồng Nai,Biên Hòa,Phường Tân Vạn,Dự án Centria Island,128.8,6,,,,3,,,Have certificate,,8.5
Đà Nẵng,Cẩm Lệ,Phường Hòa Xuân,Đường Lỗ Giáng 24,100,5,5.5,Đông,,3,3,4,Have certificate,,4.4
Hà Nội,Hoài Đức,#N/A,Xã Đông La,40,,,Đông - Bắc,,4,4,3,Have certificate,Basic,2.35
Hà Nội,Thanh Xuân,Phường Khương Đình,Phố Vũ Tông Phan,33,,,,,5,4,3,Have certificate,Basic,6.25
Hà Nội,Hà Đông,Phường Mỗ Lao,Đường Thanh Bình,45,,,,,4,4,,Have certificate,,6.8
Hồ Chí Minh,Phú Nhuận,Phường 15,247a,35.2,3.2,,,,4,4,4,Have certificate,Full,7.35
Hải Phòng,Kiến An,Phường Đồng Hòa,Dự án Golden Point Đồng Hòa,75,5,40,,,4,4,5,Have certificate,,5.37
Hà Nội,Hà Đông,Phường Vạn Phúc,Đường Ngô Quyền,47,4,3,,,3,3,3,Have certificate,Basic,5.2
Hải Phòng,Kiến An,Phường Đồng Hòa,Dự án Golden Point Đồng Hòa,75,4.5,40,,,4,4,5,Have certificate,,5.37
Đà Nẵng,Thanh Khê,Phường Tân Chính,Đường Hải Phòng,57.8,4.1,10.5,Bắc,Bắc,3,3,3,Have certificate,Full,9.7
Hưng Yên,Văn Giang,Xã Long Hưng,Dự án The Empire - Vinhomes Ocean Park 2,48,,,,Tây - Bắc,5,6,5,Sale contract,,5.3
Hồ Chí Minh,Quận 3,Phường 2,Đường Nguyễn Thiện Thuật,40,,,,,5,,,Have certificate,Full,10
Hồ Chí Minh,Thành phố Thủ Đức,#N/A,Phường Linh Chiểu,60,,,,,5,3,5,Have certificate,Full,6
Hà Nội.,Nam Từ Liêm,Phường Mỹ Đình 1,Ngõ 18,35,3.8,2.5,Đông - Bắc,Đông - Bắc,7,3,4,Have certificate,Full,9.3
Hồ Chí Minh,Bình Tân,Phường Bình Hưng Hòa B,153,51,4.5,4,,,2,2,,Have certificate,Full,2.78
Hà Nội,Thanh Oai,#N/A,Xã Cao Viên,33,,,Nam,,3,3,3,Have certificate,Basic,1.75
Long An,Cần Giuộc,Xã Long Thượng,Dự án The Sol City,75,,50,,,3,,,Have certificate,,3.9
Hồ Chí Minh,Bình Thạnh,Phường 11,273/,30,,6,,,2,2,2,Have certificate,Full,4.2
Bình Dương,Dĩ An,Phường Tân Đông Hiệp,Dự án Phú Mỹ Hiệp,60.7,4,13,,,3,3,4,Have certificate,,3.2
Bình Dương,Thủ Dầu Một,Phường Hiệp Thành,Đường Tô Vĩnh Diện,110,,,,,3,4,1,Have certificate,,6.2
Hồ Chí Minh,Tân Bình,Phường 13,Đường Cộng Hòa,10,,,,,3,3,2,Have certificate,,1.09
Hà Nội,Hà Đông,#N/A,Phường Biên Giang,35,,3.5,,,4,2,2,Have certificate,Basic,2.2
Hà Nội,Hà Đông,#N/A,Phường Vạn Phúc,64,,,,,2,1,,Have certificate,Basic,6.88
Hà Nội,Đống Đa,Phường Nam Đồng,Đường Nam Đồng,30,,,,,,,,,,5.3
Hồ Chí Minh,Quận 7,Phường Phú Thuận,Đường Huỳnh Tấn Phát,122,5,,,,2,4,3,Have certificate,,7.3
Hồ Chí Minh,Quận 9,Phường Phú Hữu,Đường Bưng Ông Thoàn,60,5,10,,,4,4,5,Have certificate,Full,5.95
Hồ Chí Minh,Gò Vấp,Phường 12,84//,60,4,5,,,3,3,2,Have certificate,Basic,5.95
Hồ Chí Minh,Bình Tân,Phường Bình Trị Đông B,Đường Tỉnh Lộ 10,62,4,7,,,5,5,3,,,7.5
Hà Nội,Cầu Giấy,Phường Nghĩa Đô,Đường Võ Chí Công,34,,,Đông - Nam,,5,3,,Have certificate,,6.2
Hà Nội,Hà Đông,Phường Phúc La,Đường Xa La,40,,,,,,,,Have certificate,Full,5.5
Hồ Chí Minh,Quận 9,Phường Long Thạnh Mỹ,Đường 19,120.6,5,6,Đông - Nam,,2,3,2,Have certificate,Basic,4.6
Hà Nội,Quốc Oai,#N/A,Xã Đại Thành,40,,,,,3,3,3,Have certificate,,2.7
Hà Nội,Đống Đa,Phường Ô Chợ Dừa,Đường Đê La Thành,35,3.6,3,,,5,3,4,Have certificate,Full,6.5
Hồ Chí Minh,Hóc Môn,Xã Trung Chánh,Đường Tô Ký,64,4,6,Đông - Nam,,3,4,3,Have certificate,Basic,4.7
Hồ Chí Minh,Quận 12,Phường Hiệp Thành,Đường Hiệp Thành 6,125,5,6,Tây - Nam,Tây - Nam,,7,7,Have certificate,,8.5
Khánh Hòa,Nha Trang,#N/A,Xã Vĩnh Thạnh,87.4,5,4.5,Tây - Nam,,3,2,2,Have certificate,,3.1
Hà Nội,Tây Hồ,Phường Phú Thượng,Đường An Dương Vương,40,,,,,5,7,,Have certificate,,6.8
Hồ Chí Minh,Bình Tân,Phường Bình Hưng Hòa A,Đường Số 14,32,4,4,,,2,2,2,Have certificate,,3.39
Hồ Chí Minh,Củ Chi,Xã Tân Thạnh Đông,Đường Nguyễn Thị Dưỡng,50,3,,,,,1,1,Have certificate,,1.7
Hồ Chí Minh,Quận 7,Phường Phú Thuận,Hẻm 1321,76.5,4.5,3,Tây - Bắc,Tây - Bắc,4,8,8,Have certificate,,4.7
Hồ Chí Minh,Bình Tân,Phường Bình Hưng Hòa B,Đường 3,51,4,5,,,2,2,2,Have certificate,Full,2.8
Hồ Chí Minh,Tân Bình,Phường 10,Đường Ni Sư Huỳnh Liên,56,4,6,,,5,6,4,Have certificate,Full,9
Hà Nội,Bắc Từ Liêm,Phường Thụy Phương,Đường Thụy Phương,40,4.9,,,,1,2,1,Have certificate,Full,3.4
Đà Nẵng,Thanh Khê,Phường Vĩnh Trung,Đường Tô Ngọc Vân,55,,,Tây,,3,3,3,Have certificate,,7.2
Hà Nội,Long Biên,Phường Thạch Bàn,Đường Nguyễn Văn Linh,40,4.8,5,,,5,6,4,Have certificate,Full,5.5
Hà Nội,Hà Đông,#N/A,Phường Văn Quán,27,,,,,3,,,Have certificate,,4.2
Quảng Ninh,Vân Đồn,Xã Hạ Long,Dự án Sonasea Vân Đồn Harbor City,240,10,20.5,Đông - Nam,Tây - Bắc,3,4,4,Sale contract,,10
Đồng Nai,Nhơn Trạch,Xã Phú Thạnh,Dự án Swan Park,144.5,8.5,,,,3,4,4,Sale contract,,4.85
Hà Nội,Hà Đông,Phường Văn Quán,Đường Trần Phú,31,,,,,5,3,4,Have certificate,Basic,5.2
Hồ Chí Minh,Bình Tân,Phường Bình Hưng Hòa A,Đường Miếu Gò Xoài,64.1,,10,,,2,2,2,,,4.5
Hồ Chí Minh,Bình Tân,Phường Bình Trị Đông,Đường Mã Lò,83,6,8,,,2,,,,,6.3
Hồ Chí Minh,Gò Vấp,Phường 6,Đường Số 27,37.35,8.3,5,Tây,Tây,4,3,3,,,5.9
Hà Nội,Tây Hồ,Phường Bưởi,Đường Lạc Long Quân,34,,,,,,,,,,5.25
Hà Nội,Hoàng Mai,Phường Thanh Trì,Phố Đại Đồng,35,4,,Đông - Bắc,,5,3,4,Have certificate,Basic,5.2
Hà Nội,Hoàng Mai,Phường Thanh Trì,Đường Thanh Lân,34,3.2,2,,,4,3,3,Have certificate,Full,3.7
Hồ Chí Minh,Thủ Đức,Phường Trường Thọ,Đường Số 2,120,,,,,4,4,,Have certificate,,7.3
Hà Nội,Thanh Xuân,Phường Thượng Đình,Ngõ 72,78,,,,,5,7,5,Have certificate,Full,8
Hà Nội,Thanh Xuân,Phường Nhân Chính,Ngõ 1,78,,,,,5,7,5,Have certificate,Full,8
Hồ Chí Minh,Quận 11,Phường 1,Đường Lạc Long Quân,48,,6,,,4,6,3,Have certificate,Full,9.2
Hồ Chí Minh,Phú Nhuận,Phường 2,Đường Phan Đình Phùng,25.11,4,,Đông,Đông - Nam,3,3,3,Have certificate,Full,5.22
Hồ Chí Minh,Hóc Môn,Xã Bà Điểm,Đường Bà Điểm 2,125,5,4,Tây - Bắc,,1,6,6,Have certificate,,3.9
Hồ Chí Minh,Thủ Đức,Phường Linh Chiểu,Đường Số 11,63,,,Đông - Nam,,1,2,1,Have certificate,,4.8
Hà Nội,Hà Đông,#N/A,Phường Kiến Hưng,46,7,,,,5,8,8,Have certificate,Full,6.4
Yên Bái,Yên Bái,Phường Nguyễn Thái Học,Đường Nguyễn Thái Học,63.5,,,,,,,,Have certificate,Full,2.5
Hà Nội,Đống Đa,Phường Ô Chợ Dừa,Đường Đê La Thành,32,3.7,3,,,4,4,3,Have certificate,Full,5.75
Tây Ninh,Tây Ninh,Phường 2,Dự án Golden City Tây Ninh,120,6,16,Bắc,Bắc,2,2,3,Have certificate,Basic,4.4
Hồ Chí Minh,Quận 12,Phường Đông Hưng Thuận,Đường Nguyễn Văn Quá,87,4,4,,,,2,2,Have certificate,Full,3.85
Hồ Chí Minh,Quận 7,Phường Tân Phú,Đường Nguyễn Thị Thập,56,,4.5,,,4,4,5,Have certificate,Full,6.4
Hồ Chí Minh,Thủ Đức,Phường Linh Đông,Đường 20,72.5,,,Đông - Bắc,,3,2,3,,Full,5.75
Bình Dương,Thuận An,#N/A,Phường Vĩnh Phú,73,5,,,,1,2,1,Have certificate,Basic,3.25
Hưng Yên,Văn Giang,Xã Long Hưng,Dự án The Empire - Vinhomes Ocean Park 2,84,6.5,13,Tây - Bắc,Đông - Nam,5,,,Sale contract,,8.6
Hà Nội,Đông Anh,#N/A,Xã Xuân Canh,52,,,,,4,4,,,,3.4
Hồ Chí Minh,Tân Phú,Phường Phú Thọ Hòa,Đường Phú Thọ Hòa,52,,,,,1,1,1,Have certificate,Basic,4.19
Hà Nội,Tây Hồ,Phường Xuân La,Đường Võ Chí Công,35,,,,,,,,,,5.3
Hà Nội,Chương Mỹ,#N/A,Phụng Châu,30,,,,,5,,,Have certificate,Basic,2.65
Hồ Chí Minh,Tân Phú,Phường Tây Thạnh,Đường Tây Thạnh,23.2,,,Tây - Nam,,1,1,2,Have certificate,,2.45
Hồ Chí Minh,Nhà Bè,Thị trấn Nhà Bè,Đường Dương Cát Lợi,80,8,6,Đông,Đông,2,3,4,Have certificate,Full,6.5
Hồ Chí Minh,Thủ Đức,Phường Trường Thọ,Đường Số 11,94,,6,,,3,3,3,Have certificate,Basic,7.7
Hồ Chí Minh,Thủ Đức,Phường Hiệp Bình Phước,Đường Quốc Lộ 13,59,4,,Đông - Nam,,4,4,4,Have certificate,Basic,7.6
Bình Dương,Dĩ An,Phường Đông Hòa,Phố Hai Bà Trưng,60,4,6,Đông,Đông,2,2,2,Have certificate,Basic,3.35
Hồ Chí Minh,Thủ Đức,#N/A,Phường Phú Hữu,88.6,5,,,,,,,,,6.4
Hà Nội,Hai Bà Trưng,Phường Bạch Mai,Phố Lê Thanh Nghị,38,3.5,,,,,,,Have certificate,,7.6
Hồ Chí Minh,Bình Chánh,#N/A,Xã Vĩnh Lộc A,52,4,4,,,2,3,,Have certificate,Full,1.7
Hồ Chí Minh,Bình Tân,Phường Bình Hưng Hòa B,Đường Số 3,60,4,30,Tây,,3,4,3,,,8
Hà Nội,Hai Bà Trưng,Phường Thanh Lương,Đường Trần Khát Chân,36,,,,,5,3,4,Have certificate,Full,5.4
Hà Nội,Hoàn Kiếm,Phường Trần Hưng Đạo,Đường Hạ Hồi,38,4.5,3,,,4,5,4,Have certificate,Full,9
Hồ Chí Minh,Bình Tân,Phường Bình Hưng Hòa,Đường Số 5,32,7,7,,,,3,3,Have certificate,,3.33
Hưng Yên,Văn Giang,Xã Nghĩa Trụ,Dự án The Crown - Vinhomes Ocean Park 3,90,,,,,,,,,,8.77
Hà Nội,Hai Bà Trưng,#N/A,Phường Trương Định,40,6,,,,4,3,3,Have certificate,Basic,5.1
Hưng Yên,Văn Giang,Xã Nghĩa Trụ,Dự án The Crown - Vinhomes Ocean Park 3,84,6,13,,,5,,,,,9.3
Hà Nội,Hai Bà Trưng,Phường Bách Khoa,Phố Lê Thanh Nghị,42,4.5,,,,,,,Have certificate,Full,5.75
Đà Nẵng,Cẩm Lệ,Phường Hòa An,Đường Đoàn Hữu Trưng,106.7,,7.5,Đông - Bắc,Đông - Bắc,3,4,3,Have certificate,Basic,4.85
Hồ Chí Minh,Thủ Đức,#N/A,Phường Bình Trưng Tây,50,4.3,,,,2,,,Have certificate,,3.99
Hồ Chí Minh,Tân Bình,Phường 15,Hẻm 124/,48,3.2,7,Đông - Bắc,,2,2,2,Have certificate,,4.45
Hà Nội,Bắc Từ Liêm,Phường Cổ Nhuế 2,Phố Trần Cung,51,,,,,,5,4,Have certificate,Basic,7.98
Hồ Chí Minh,Quận 9,Phường Phú Hữu,Dự án Park Riverside Tân Cảng,82.5,5,20,Đông - Bắc,Đông - Bắc,3,4,4,,,8.5
Hồ Chí Minh,Gò Vấp,Phường 11,Đường Quang Trung,21.45,3,,,,2,3,2,,,1.9
Hà Nội,Cầu Giấy,Phường Quan Hoa,Đường Quan Hoa,35,3.5,,,,5,,,Have certificate,Full,6.6
Hà Nội,Long Biên,Phường Bồ Đề,Đường Bồ Đề,45,,2,,,5,3,4,Have certificate,,5.7
Hồ Chí Minh,Bình Tân,Phường An Lạc,Đường Lê Công Phép,98.8,3.8,,Tây,,,2,,Have certificate,,7.1
Hà Nội,Chương Mỹ,Thị trấn Chúc Sơn,Đường Quốc lộ 6,31,3,3.5,,,3,3,3,Have certificate,Full,2.35
Hà Nội,Thanh Xuân,Phường Thanh Xuân Bắc,Phố Quan Nhân,28,,,,,4,,,Have certificate,Full,4.65
Hà Nội.,Nam Từ Liêm,Phường Mỹ Đình 1,Đường Mỹ Đình,41,4.1,25,,,3,4,2,Have certificate,Basic,7.6
Hồ Chí Minh,Quận 4,Phường 12,Đường Nguyễn Trường Tộ,42,,,,,2,2,3,Have certificate,Full,3.8
Hồ Chí Minh,Hóc Môn,Xã Trung Chánh,Số 82/3A ấp Trung Mỹ Tây,71.2,4,2,Đông - Bắc,,1,2,1,Have certificate,,3
Hồ Chí Minh,Bình Chánh,Xã Vĩnh Lộc B,Đường Võ Văn Vân,56,4,6,,,2,,,Sale contract,,2.05
Hồ Chí Minh,Quận 10,Phường 15,Đường Tô Hiến Thành,72,,,,,,,,Have certificate,Full,10
