Province,District,Ward,Road,Area,Frontage,Access Road,House direction,Balcony direction,Floors,Bedrooms,Bathrooms,Legal status,Furniture state,Price
Bình Dương,Tân Uyên,Xã Vĩnh Tân,Dự án Sun Casa Central,168.0,7.0,25.0,,,,,,,,5.2
Hà Nội,Thanh Trì,,Xã Vĩnh Quỳnh,35.0,,,,,,,,Have certificate,Full,3.68
Hà Nội,Quốc Oai,Xã Đại Thành,Đường Liên Xã,50.0,,3.5,,,3.0,4.0,3.0,Have certificate,Basic,2.7
Hồ Chí Minh,Gò Vấp,Phường 14,Đường Phạm Văn Chiêu,70.4,,6.0,,,5.0,4.0,5.0,Have certificate,Full,8.8
Hồ Chí Minh,Thủ Đức,Phường Linh Chiểu,Đường 10,52.8,,,,,3.0,3.0,5.0,Have certificate,,6.45
Hồ Chí Minh,Tân Bình,Phường 7,Đường Bành Văn Trân,50.0,,6.0,,,1.0,1.0,1.0,Have certificate,Basic,6.6
Hà Nội,Đống Đa,Phường Láng Thượng,Phố Pháo Đài Láng,40.0,,,,,5.0,3.0,,Have certificate,Basic,6.45
Hồ Chí Minh,Hóc Môn,Xã Bà Điểm,Đường Phan Văn Hớn,30.0,3.5,5.0,Tây,Tây,1.0,2.0,2.0,Have certificate,Full,1.05
Hà Nội,Hai Bà Trưng,Phường Bạch Mai,Phố Bạch Mai,40.0,3.8,2.5,,,4.0,3.0,3.0,Have certificate,Full,5.35
Hồ Chí Minh,Tân Phú,Phường Tân Thành,Đường Bác Ái,72.0,4.0,13.0,,,3.0,3.0,2.0,Have certificate,,8.7
Hồ Chí Minh,Quận 6,Phường 3,Đường Phạm Văn Chí,30.0,,3.0,Bắc,,2.0,,,Have certificate,,3.2
Hải Phòng,An Dương,,Thị trấn An Dương,100.0,5.0,12.0,,,4.0,,,Have certificate,Basic,3.55
Bình Dương,Thuận An,Phường An Phú,Dự án The Oasis,129.5,,,,,2.0,,,,,5.1
Hồ Chí Minh,Thủ Đức,Phường Bình Thọ,Đường 13,91.0,6.0,2.0,Đông - Nam,Đông - Nam,3.0,5.0,4.0,Have certificate,Basic,4.8
Hồ Chí Minh,Bình Thạnh,Phường 26,Đường Xô Viết Nghệ Tĩnh,20.5,,,,,2.0,1.0,1.0,Have certificate,,3.2
Hà Nội,Đống Đa,,Phường Ngã Tư Sở,65.0,8.0,,,,7.0,,,Have certificate,Full,10.0
Hà Nội,Thanh Xuân,Phường Khương Đình,Ngõ 342,37.0,5.5,2.4,,,3.0,2.0,3.0,Have certificate,Full,5.5
Hà Nội,Hai Bà Trưng,Phường Minh Khai,Đường Trương Định,38.0,3.4,,,,4.0,,,,,5.35
Hà Nội,Ứng Hòa,Thị trấn Vân Đình,Đường 21B,78.1,5.6,30.0,Đông,Nam,3.0,,,Have certificate,Basic,6.8
Hà Nội,Hoàng Mai,Phường Hoàng Liệt,Đường Ngọc Hồi,75.0,,,,,4.0,,,Have certificate,,10.0
Hà Nội,Hai Bà Trưng,Phường Trương Định,Đường Trương Định,38.0,48.0,3.0,,,6.0,4.0,5.0,Have certificate,Full,7.5
Hồ Chí Minh,Nhà Bè,Xã Phú Xuân,Đường Huỳnh Tấn Phát,63.45,,5.0,Nam,Nam,2.0,3.0,3.0,Have certificate,Full,4.55
Hồ Chí Minh,Hóc Môn,Xã Bà Điểm,Đường Bà Điểm 4,60.0,4.0,12.0,Đông - Nam,,,2.0,1.0,Have certificate,Basic,3.9
Hồ Chí Minh,Quận 12,Phường Thạnh Lộc,Đường Thạnh Lộc 31,98.0,,,,,3.0,3.0,4.0,Have certificate,Basic,7.4
Hà Nội,Cầu Giấy,Phường Nghĩa Đô,Đường Lạc Long Quân,45.0,3.5,2.5,,,5.0,5.0,4.0,Have certificate,Basic,6.2
Lâm Đồng,Đà Lạt,Phường 10,Đường Trần Quang Diệu,141.83,4.0,5.0,,,1.0,2.0,1.0,Have certificate,Full,5.0
Hà Nội,Ba Đình,Phường Liễu Giai,Phố Liễu Giai,30.0,3.5,,,,5.0,3.0,3.0,Have certificate,Full,7.0
Hà Nội,Hà Đông,Phường Kiến Hưng,Đường Mậu Lương,40.0,,,Đông - Nam,,4.0,3.0,3.0,Have certificate,Full,5.4
Hồ Chí Minh,Tân Bình,Phường 12,Đường Nguyễn Thái Bình,52.0,4.0,6.0,,,3.0,3.0,3.0,Have certificate,Full,3.2
Hồ Chí Minh,Quận 8,Phường 3,Đường Âu Dương Lân,68.4,3.55,6.0,,,4.0,4.0,5.0,Have certificate,Basic,8.5
Hồ Chí Minh,Gò Vấp,Phường 16,Đường Thống Nhất,64.0,4.0,5.0,Đông - Nam,Đông - Nam,3.0,3.0,4.0,Have certificate,Full,7.8
Hà Nội,Hai Bà Trưng,Phường Phạm Đình Hổ,Phố Lò Đúc,18.0,6.9,2.0,,,4.0,2.0,2.0,,Basic,2.35
Hồ Chí Minh,Quận 10,Phường 14,Đường Thành Thái,42.0,,,,,2.0,2.0,,,,5.9
Hà Nội,Hai Bà Trưng,Phường Bạch Mai,Đường Võ Thị Sáu,35.0,5.0,3.0,Nam,Nam,4.0,4.0,3.0,Have certificate,,5.48
Hồ Chí Minh,Quận 12,,Phường Tân Thới Nhất,82.0,,,,,2.0,3.0,2.0,,,8.5
Hà Nội,Quận Long Biên,Phường Ngọc Thụy,Đường Ngọc Thụy,41.0,,,,,5.0,3.0,4.0,Have certificate,Basic,6.5
Hồ Chí Minh,Hóc Môn,Xã Tân Hiệp,Đường Đỗ Văn Dậy,170.0,9.0,12.0,,,2.0,3.0,3.0,Have certificate,Full,6.45
Hải Phòng,Ngô Quyền,Phường Đằng Giang,Đường An Đà,44.0,,,,,,,,,,3.75
Bà Rịa Vũng Tàu,Đất Đỏ,Thị trấn Phước Hải,Đường Trần Văn Mầu,160.0,8.0,10.0,Tây - Nam,Tây - Nam,2.0,2.0,2.0,Have certificate,Full,7.2
Bình Dương,Bến Cát,Phường Thới Hòa,Dự án Oasis City,80.0,5.0,,,,2.0,2.0,3.0,Have certificate,,1.45
Hà Nội,Thanh Xuân,Phường Khương Đình,Phố Khương Hạ,42.0,,,,,5.0,,,Have certificate,,6.95
Hồ Chí Minh,Quận 12,Phường Đông Hưng Thuận,Đường Nguyễn Văn Quá,119.7,6.3,7.0,,,1.0,2.0,2.0,Have certificate,Full,6.79
Hồ Chí Minh,Quận 12,Phường An Phú Đông,Hẻm 140,60.0,,,,,4.0,4.0,3.0,Have certificate,,4.75
Hà Nội,Hà Đông,Phường Phú Lương,Đường Quang Trung,52.5,,,,,5.0,6.0,,,,8.6
Hà Nội,Thanh Xuân,Phường Nhân Chính,Phố Quan Nhân,30.0,,,,,4.0,3.0,3.0,Have certificate,Full,4.65
Hà Nội,Ba Đình,Phường Kim Mã,Phố Kim Mã,43.0,3.0,3.0,,,5.0,4.0,4.0,Have certificate,Full,5.99
Hà Nội,Hoàng Mai,Phường Vĩnh Hưng,Đường Vĩnh Hưng,50.0,3.6,,,,3.0,2.0,,Have certificate,,9.8
Hồ Chí Minh,Quận 7,Phường Phú Mỹ,Đường Huỳnh Tấn Phát,60.0,,3.0,,,3.0,4.0,3.0,,,5.2
Đà Nẵng,Cẩm Lệ,Phường Khuê Trung,Đường Nguyễn Khoa Chiêm,120.0,5.0,,,,2.0,3.0,3.0,Have certificate,Full,4.55
Khánh Hòa,Nha Trang,Xã Vĩnh Phương,Thôn Đông,178.6,5.0,3.0,Nam,Nam,2.0,2.0,2.0,Have certificate,Basic,1.6
Bình Dương,Thuận An,Phường Vĩnh Phú,Dự án EHome 4 - Bắc Sài Gòn,75.0,6.0,6.0,,,2.0,3.0,3.0,Have certificate,Basic,3.4
Hà Nội,Hà Đông,Phường Phú Lãm,Phố Xốm,34.0,,,,,4.0,4.0,3.0,Have certificate,Basic,3.2
Hồ Chí Minh,Thủ Đức,,Phường Hiệp Bình Chánh,56.1,4.2,,,,4.0,4.0,3.0,Have certificate,,6.3
Hà Nội.,Nam Từ Liêm,Phường Mỹ Đình 1,Đường Nhân Mỹ,40.0,4.0,3.0,,,3.0,3.0,3.0,Have certificate,Full,6.4
Hà Nội,Thanh Xuân,Phường Khương Đình,Phố Vũ Tông Phan,40.0,,50.0,,,5.0,3.0,4.0,Have certificate,Full,6.9
Hà Nội,Thanh Xuân,Phường Kim Giang,Five Star Kim Giang,55.0,5.0,3.0,,,5.0,4.0,5.0,Have certificate,Full,6.8
Hồ Chí Minh,Gò Vấp,Phường 1,Đường Nguyên Hồng,50.0,,,,,2.0,2.0,2.0,Have certificate,Basic,6.2
Hồ Chí Minh,Tân Phú,Phường Tây Thạnh,Đường Nguyễn Hữu Dật,64.0,4.0,10.0,,,3.0,4.0,5.0,,,9.4
Hồ Chí Minh,Quận 12,Phường Thới An,Đường Thới An 09,40.0,4.0,7.0,Tây - Bắc,Tây - Bắc,2.0,2.0,2.0,Have certificate,Full,3.68
Hồ Chí Minh,Quận 1,Phường Đa Kao,Đường Nguyễn Văn Thủ,82.5,5.0,5.0,,,3.0,4.0,4.0,Have certificate,Full,4.99
Hồ Chí Minh,Củ Chi,Xã Hòa Phú,Đường Tỉnh lộ 8,130.0,4.5,20.0,,,1.0,2.0,2.0,Have certificate,Basic,3.9
Hồ Chí Minh,Gò Vấp,Phường 12,Đường Bùi Quang Là,122.0,6.0,6.0,,,4.0,5.0,3.0,Have certificate,,8.4
Hồ Chí Minh,Thủ Đức,Phường Linh Trung,Đường Hoàng Diệu 2,93.0,,,,,,3.0,3.0,Have certificate,Full,5.05
Hà Nội,Long Biên,,Phường Thạch Bàn,35.0,5.0,,,,6.0,4.0,5.0,Have certificate,Full,5.0
Hà Nội,Hoài Đức,Xã Vân Canh,Đường An Trai,36.0,3.3,2.0,Tây - Bắc,Tây - Bắc,5.0,5.0,4.0,Have certificate,Basic,3.99
Đà Nẵng,Thanh Khê,Phường Hòa Khê,Đường Bế Văn Đàn,90.0,5.0,5.5,Bắc,Bắc,2.0,3.0,2.0,Have certificate,Basic,6.8
Hà Nội,Hai Bà Trưng,Phường Bạch Mai,Đường Minh Khai,38.0,3.5,2.6,Nam,Nam,4.0,3.0,3.0,Have certificate,Full,5.6
Hồ Chí Minh,Quận 9,Phường Tăng Nhơn Phú A,Đường Số 182,57.0,,,,,2.0,3.0,2.0,Have certificate,,4.9
Hà Nội,Hai Bà Trưng,Phường Bạch Mai,Phố Bạch Mai,25.0,,,,,4.0,3.0,,Have certificate,Full,3.4
Hồ Chí Minh,Quận 8,Phường 3,Đường Âu Dương Lân,30.3,,3.0,,,4.0,3.0,3.0,Have certificate,,4.68
Hà Nội,Thanh Xuân,Phường Khương Trung,Phố Vũ Tông Phan,32.0,,,,,5.0,3.0,3.0,Have certificate,Full,7.1
Quảng Nam,Núi Thành,Xã Tam Hiệp,Dự án KĐT Vịnh An Hòa,150.0,,7.5,Đông - Bắc,,3.0,3.0,3.0,Have certificate,Full,6.5
Hà Nội,Thanh Xuân,Phường Thanh Xuân Bắc,Đường Nguyễn Quý Đức,48.0,4.2,,,,5.0,5.0,3.0,Have certificate,Full,9.2
Hồ Chí Minh,Tân Bình,,Phường 7,50.0,,,,,,,,,,6.39
Bình Thuận,Phan Thiết,Xã Tiến Thành,Dự án NovaWorld Phan Thiết,160.0,8.0,13.0,Đông - Nam,Tây - Bắc,2.0,4.0,4.0,Sale contract,,4.55
Hồ Chí Minh,Tân Phú,Phường Tân Quý,Đường Tân Hương,44.0,,5.0,,,3.0,,,,,6.6
Bắc Ninh,Yên Phong,Xã Thụy Hòa,Dự án Cát Tường Smart City,80.0,5.0,42.0,Tây - Bắc,,6.0,5.0,5.0,Have certificate,,4.9
Hà Nội,Cầu Giấy,Phường Dịch Vọng Hậu,Đường Xuân Thủy,37.0,4.0,3.0,,,6.0,5.0,3.0,Have certificate,Full,7.8
Hồ Chí Minh,Nhà Bè,Xã Long Thới,Đường Nguyễn Văn Tạo,85.0,,12.0,,,2.0,3.0,3.0,Have certificate,,4.7
Hồ Chí Minh,Quận 7,Phường Tân Phú,Đường Huỳnh Tấn Phát,75.5,3.6,5.0,Nam,Nam,5.0,5.0,7.0,Have certificate,Full,8.8
Hà Nội,Quốc Oai,,Xã Tân Phú,40.0,,,,,3.0,3.0,3.0,Have certificate,Basic,2.19
Hà Nội,Long Biên,Phường Ngọc Thụy,Đường Ngọc Thụy,33.0,,,,,5.0,3.0,,,,4.8
Hồ Chí Minh,Bình Thạnh,Phường 24,Đường Bạch Đằng,45.3,,,,,2.0,2.0,2.0,,,5.2
Hồ Chí Minh,Quận 12,Phường Thạnh Lộc,Đường Hà Huy Giáp,52.5,4.8,,Nam,,4.0,4.0,5.0,Have certificate,Full,6.77
Hà Nội,Hoài Đức,,Xã An Khánh,35.0,4.0,3.0,,,5.0,5.0,4.0,Have certificate,Full,3.6
Bình Dương,Dĩ An,,Phường Dĩ An,60.2,5.0,,Tây,,,3.0,2.0,Have certificate,,3.25
Đồng Nai,Biên Hòa,Phường Trảng Dài,Đường ĐT 768,114.0,6.0,6.0,,,2.0,3.0,2.0,Have certificate,Full,2.1
Hà Nội,Hà Đông,Phường Biên Giang,Đường Quốc lộ 6,62.0,4.0,4.0,,,5.0,6.0,4.0,Have certificate,Basic,4.45
Hồ Chí Minh,Thủ Đức,Phường Linh Chiểu,Đường Hoàng Diệu 2,80.0,8.0,8.0,,,2.0,4.0,4.0,Have certificate,,7.9
Hồ Chí Minh,Bình Thạnh,Phường 24,Đường Bùi Đình Túy,59.5,,4.0,,,5.0,4.0,4.0,Have certificate,Full,7.95
Bình Dương,Thủ Dầu Một,,Phường Phú Hòa,82.0,4.0,4.0,Đông - Nam,Đông - Nam,1.0,2.0,2.0,Have certificate,Full,2.15
Hà Nội,Ba Đình,Phường Ngọc Khánh,Phố Ngọc Khánh,54.0,,7.0,,,5.0,3.0,4.0,Have certificate,Full,9.7
Hà Nội,Hai Bà Trưng,Phường Đồng Tâm,Phố Lê Thanh Nghị,60.0,7.3,,,,5.0,,,Have certificate,,9.3
Đồng Nai,Nhơn Trạch,Xã Đại Phước,Đường Lý Thái Tổ,92.0,5.0,5.0,Đông,,,,,Have certificate,,1.2
Hồ Chí Minh,Quận 6,Phường 10,Đường Cư Xá Phú Lâm D,76.0,4.0,8.0,,,,2.0,1.0,Have certificate,Full,8.7
Hồ Chí Minh,Hóc Môn,Xã Xuân Thới Sơn,Đường Nguyễn Văn Bứa,196.2,,,,,2.0,2.0,2.0,Have certificate,,5.3
Đà Nẵng,Ngũ Hành Sơn,,Phường Khuê Mỹ,90.0,,,,,2.0,4.0,2.0,Have certificate,Full,4.5
Hồ Chí Minh,Hóc Môn,Xã Bà Điểm,Nguyễn Thị Hai,68.0,4.0,,,,,1.0,1.0,Have certificate,,3.4
Hà Nội,Đống Đa,Phường Quang Trung,Phố Hoàng Cầu,38.0,5.6,3.0,,,6.0,4.0,5.0,Have certificate,Full,8.8
Hà Nội,Long Biên,Phường Long Biên,Đường Ngọc Thụy,51.0,3.4,,,,5.0,,,Have certificate,Full,5.1
Hà Nội,Thanh Xuân,Phường Khương Đình,Ngõ 65,12.8,3.15,4.0,,,4.0,2.0,2.0,Have certificate,Basic,3.8
Khánh Hòa,Nha Trang,Phường Vĩnh Hòa,Đường Nguyễn Phi Khanh,66.9,4.0,13.0,Tây,Tây,2.0,3.0,2.0,Have certificate,Basic,3.65
Hồ Chí Minh,Thủ Đức,,Phường Linh Tây,162.0,6.2,,,,2.0,4.0,2.0,Have certificate,,6.0
Bà Rịa Vũng Tàu,Vũng Tàu,Phường 12,Dự án La Vida Residences,76.81,,24.0,Đông - Nam,Đông - Nam,4.0,3.0,3.0,,,4.75
Hà Nội,Hoài Đức,Xã Kim Chung,Đường Yên Vĩnh,42.0,,,,,4.0,4.0,,Have certificate,,3.8
Hồ Chí Minh,Tân Bình,Phường 5,Đường Cách Mạng Tháng Tám,57.0,,,,,2.0,4.0,,Have certificate,Basic,8.15
Hồ Chí Minh,Bình Thạnh,Phường 26,Đường Quốc Lộ 13,54.0,4.2,5.0,,,3.0,3.0,4.0,Have certificate,,7.5
Hà Nội,Long Biên,,Phường Cự Khối,46.0,3.6,5.0,,,3.0,2.0,3.0,Have certificate,Basic,5.0
Bà Rịa Vũng Tàu,Vũng Tàu,Phường 2,Đường Hoàng Hoa Thám,64.0,4.0,5.0,Đông - Nam,Đông - Bắc,,,,,,6.4
Hà Nội,Ba Đình,Phường Liễu Giai,Đường Văn Cao,38.0,3.5,5.0,,,5.0,5.0,4.0,Have certificate,Basic,7.9
Hà Nội,Hoàng Mai,Phường Tương Mai,Đường Trương Định,22.0,,,,,2.0,2.0,,Have certificate,Full,2.88
Hà Nội,Đống Đa,Phường Hàng Bột,Đường Hồ Văn Chương,18.0,,,,,4.0,3.0,2.0,Have certificate,Full,2.45
Hồ Chí Minh,Phú Nhuận,Phường 7,Đường Phan Tây Hồ,69.0,4.0,3.0,,,3.0,4.0,,,Full,5.9
Hồ Chí Minh,Bình Thạnh,Phường 21,Đường Xô Viết Nghệ Tĩnh,52.0,6.0,6.0,Bắc,Bắc,2.0,4.0,4.0,Have certificate,Basic,7.2
Hà Nội,Cầu Giấy,Phường Nghĩa Tân,Phố Trần Cung,53.0,4.0,3.5,Tây - Nam,Tây - Nam,3.0,4.0,3.0,Have certificate,Basic,6.7
Hà Nội,Thanh Xuân,Phường Thanh Xuân Nam,Đường Triều Khúc,35.0,3.8,3.0,,,5.0,4.0,5.0,Have certificate,Full,6.2
Hà Nội,Hà Đông,Phường Hà Cầu,Đường Cầu Đơ,58.0,,,,,6.0,6.0,,Have certificate,,9.5
Bình Dương,Tân Uyên,Phường Tân Phước Khánh,Dự án The Standard,172.0,,,Đông - Nam,,,4.0,5.0,Have certificate,,8.7
Hà Nội,Hai Bà Trưng,Phường Quỳnh Mai,Ngõ 117,52.0,5.0,,Đông - Nam,,1.0,,,Have certificate,,7.68
Hồ Chí Minh,Quận 9,Phường Long Thạnh Mỹ,1/,96.0,6.0,5.0,Bắc,Bắc,1.0,3.0,2.0,Have certificate,Full,4.6
Hồ Chí Minh,Gò Vấp,Phường 16,383/...,61.7,,5.0,,,,,,Have certificate,,5.8
Bình Dương,Thuận An,Phường Thuận Giao,Đường 22/12,62.0,,,,,3.0,4.0,4.0,Have certificate,,3.55
Hà Nội,Hà Đông,Phường Mỗ Lao,Đường Thanh Bình,45.0,,,,,4.0,4.0,,Have certificate,,6.8
Hà Nội,Đông Anh,Xã Vĩnh Ngọc,Thôn Ngọc Giang,80.0,,,,,5.0,,,Have certificate,,7.7
Hồ Chí Minh,Quận 11,Phường 1,Đường Hồng Bàng,46.0,4.1,6.0,,,4.0,4.0,5.0,,,6.9
Hà Nội,Đống Đa,Phường Trung Liệt,Phố Hoàng Cầu,28.0,,,,,4.0,3.0,3.0,Have certificate,Full,4.8
Hồ Chí Minh,Quận 6,Phường 3,Đường Phạm Văn Chí,30.0,38.0,3.0,Bắc,,1.0,2.0,2.0,Have certificate,,3.2
Yên Bái,Yên Bái,Phường Nguyễn Thái Học,Đường Nguyễn Thái Học,96.0,6.0,,Đông,,4.0,,,Have certificate,Full,4.8
Hà Nội,Long Biên,Phường Ngọc Lâm,Đường Nguyễn Văn Cừ,66.0,,,,,3.0,,,,,4.95
Hồ Chí Minh,Gò Vấp,Phường 1,Đường Trần Quốc Tuấn,34.0,,,,,2.0,2.0,2.0,Have certificate,Full,4.68
Hà Nội.,Hoài Đức,Xã Đức Thượng,Đường 32,42.47,,,,,5.0,4.0,2.0,Have certificate,,5.8
Hà Nội,Hoàng Mai,Phường Tân Mai,Đường Trương Định,30.0,4.2,,,,5.0,3.0,4.0,Have certificate,Basic,4.8
Hà Nội,Hà Đông,Phường La Khê,Đường Nguyễn Viết Xuân,45.0,15.0,8.0,,,4.0,,,,,8.0
Hà Nội,Bắc Từ Liêm,Phường Xuân Đỉnh,Đường Xuân Đỉnh,32.0,4.3,3.5,Đông - Nam,,5.0,3.0,4.0,Have certificate,Full,6.5
Hồ Chí Minh,Thủ Đức,Phường Trường Thọ,Đường Đặng Văn Bi,70.0,5.0,6.0,,,3.0,3.0,3.0,Have certificate,Full,6.0
Hà Nội,Cầu Giấy,Phường Nghĩa Đô,Đường Lạc Long Quân,38.0,,,,,,,,Have certificate,,7.5
Hà Nội,Long Biên,Phường Thạch Bàn,Phố Ngọc Trì,57.0,6.0,3.0,,,3.0,4.0,3.0,Have certificate,,4.8
Hà Nội,Long Biên,,Phường Bồ Đề,100.0,5.0,,,,5.0,,,,,8.7
Hà Nội,Hà Đông,,Phường Văn Quán,34.0,3.6,,,,5.0,4.0,3.0,Have certificate,Full,5.7
Hải Phòng,Hồng Bàng,Phường Hùng Vương,Dự án Him Lam Hùng Vương,48.0,4.0,10.0,Tây - Nam,,4.0,4.0,3.0,Have certificate,Basic,3.25
Hồ Chí Minh,Quận 9,Phường Long Thạnh Mỹ,Số nhà 22,115.4,6.0,,,,,,,Have certificate,,6.3
Hà Nội,Cầu Giấy,Phường Quan Hoa,Đường Dương Quảng Hàm,32.0,,,,,6.0,5.0,4.0,,,10.0
Long An,Bến Lức,Thị trấn Bến Lức,Dự án Trần Anh Riverside,68.0,,,,,2.0,3.0,3.0,Have certificate,,1.6
Hà Nội,Hoàng Mai,Phường Định Công,Đường Định Công Thượng,30.0,,,,,5.0,3.0,4.0,Have certificate,Basic,5.55
Hà Nội,Tây Hồ,Phường Xuân La,38,60.0,5.0,3.0,,,3.0,3.0,2.0,Have certificate,Full,6.6
Hồ Chí Minh,Gò Vấp,Phường 8,Đường Phạm Văn Chiêu,55.0,4.0,,,,4.0,4.0,4.0,,,6.3
Hà Nội,Đống Đa,Phường Láng Hạ,Ngõ 165,52.0,4.2,15.0,,,2.0,2.0,2.0,Have certificate,,8.0
Hồ Chí Minh,Gò Vấp,Phường 14,Đường Quang Trung,40.0,4.0,,Đông - Nam,,4.0,3.0,4.0,Have certificate,Full,4.48
Bình Dương,Dĩ An,Phường Tân Bình,Dự án Khu dân cư Biconsi,100.0,5.0,8.0,,,2.0,3.0,2.0,,,3.55
Hà Nội,Đống Đa,Phường Quang Trung,Đường Nguyễn Lương Bằng,42.0,5.5,,,,4.0,5.0,,Have certificate,Full,5.5
Bình Dương,Thuận An,Phường Lái Thiêu,Đường Lái Thiêu 70,90.0,4.0,3.0,Tây - Bắc,Tây - Bắc,1.0,2.0,1.0,Have certificate,,2.7
Hồ Chí Minh,Bình Tân,Phường Bình Hưng Hòa A,Đường 18B,75.0,5.0,,,,4.0,4.0,5.0,Have certificate,,6.35
Hồ Chí Minh,Quận 12,Phường Tân Thới Nhất,Hẻm 103//,25.0,3.5,3.0,Đông - Bắc,Đông - Bắc,3.0,2.0,2.0,Have certificate,Basic,2.65
Hồ Chí Minh,Quận 9,Phường Long Thạnh Mỹ,Dự án Vinhomes Grand Park,100.0,,,,,,,,,,6.0
Khánh Hòa.,Nha Trang,Phường Vĩnh Hòa,Đường Nguyễn Phi Khanh,76.5,5.0,7.0,Nam,Nam,2.0,3.0,2.0,Have certificate,,3.4
Bà Rịa Vũng Tàu,Bà Rịa,Xã Hòa Long,Đường Nam Kỳ Khởi Nghĩa,160.0,7.0,8.0,Tây - Nam,Nam,2.0,4.0,3.0,Have certificate,,3.2
Hà Nội.,Nam Từ Liêm,Phường Phương Canh,Đường Phương Canh,45.0,5.0,15.0,,,5.0,4.0,4.0,Have certificate,Full,5.6
Hà Nội,Cầu Giấy,Phường Dịch Vọng Hậu,Đường Trần Quốc Vượng,30.0,3.8,,,,5.0,4.0,4.0,Have certificate,,7.2
Hà Nội,Long Biên,Phường Ngọc Thụy,Ngõ 252,67.0,5.0,,,,5.0,,,Have certificate,,7.5
Hồ Chí Minh,Quận 3,Phường 12,Đường Lê Văn Sỹ,27.4,3.0,4.0,,,2.0,2.0,3.0,Have certificate,Full,5.2
Hồ Chí Minh,Nhà Bè,Thị trấn Nhà Bè,Hẻm 1806,72.0,4.0,8.0,,,3.0,4.0,5.0,Have certificate,Full,6.3
Hải Phòng,Lê Chân,Phường Kênh Dương,Đường Hào Khê,66.0,4.1,5.0,Tây - Bắc,Tây - Bắc,4.0,5.0,5.0,Have certificate,Full,5.6
Hồ Chí Minh,Quận 4,Phường 15,Xóm Chiếu,105.0,4.5,,,,1.0,,,,,9.7
Bình Dương,Dĩ An,Phường Dĩ An,Đường Nguyễn Trãi,64.0,,,,,,,,Have certificate,,2.0
Hà Nội,Hoàng Mai,Phường Yên Sở,Phố Yên Duyên,40.0,4.5,4.0,,,5.0,4.0,5.0,Have certificate,Full,4.65
Nghệ An,Vinh,Xã Hưng Hòa,Dự án Eco Central Park Vinh,108.0,8.0,50.0,,,3.0,4.0,4.0,Have certificate,,7.6
Hồ Chí Minh,Tân Bình,Phường 9,Đường Âu Cơ,48.0,4.0,8.0,,,2.0,2.0,1.0,Have certificate,,6.85
Hưng Yên,Văn Giang,Xã Long Hưng,Dự án The Empire - Vinhomes Ocean Park 2,72.0,6.0,13.0,Đông - Nam,Đông - Nam,4.0,,,Have certificate,,8.28
Hải Phòng,Kiến An,Phường Đồng Hòa,Dự án Golden Point Đồng Hòa,75.0,5.0,15.0,Tây,Tây,4.0,4.0,4.0,Sale contract,,6.8
Hồ Chí Minh,Bình Chánh,,Xã Đa Phước,49.4,,,,,,1.0,1.0,Sale contract,,1.05
Hồ Chí Minh,Quận 10,Phường 1,Đường Lê Hồng Phong,33.0,3.0,3.0,,,5.0,4.0,5.0,Have certificate,Full,8.3
Lâm Đồng,Đà Lạt,Phường 10,Đường Trần Quang Diệu,140.0,4.0,,,,1.0,,,Have certificate,,4.8
Đồng Nai,Biên Hòa,Phường Hóa An,Đường Hoàng Minh Chánh,89.6,5.5,6.0,,,3.0,4.0,4.0,Have certificate,Full,4.4
Hà Nội.,Thanh Xuân,Phường Khương Đình,Phố Khương Hạ,48.0,5.0,4.0,,,6.0,4.0,5.0,Have certificate,Basic,9.2
Hà Nội,Long Biên,Phường Ngọc Lâm,Đường Ngọc Lâm,47.0,4.1,,,,5.0,,,,,7.49
Hà Nội,Cầu Giấy,Phường Trung Hòa,Phố Nguyễn Ngọc Vũ,45.0,6.0,3.0,,,3.0,4.0,,Have certificate,Full,7.3
Đà Nẵng,Liên Chiểu,Phường Hòa Khánh Nam,Đường Khánh An 9,150.0,7.5,5.5,Tây - Nam,,3.0,4.0,4.0,Have certificate,Full,5.0
Hồ Chí Minh,Bình Chánh,,Xã Phong Phú,64.0,4.0,6.0,Tây,Tây,3.0,3.0,2.0,,Full,3.2
Bình Dương,Bến Cát,Phường Thới Hòa,Dự án Mỹ Phước 3,150.0,5.0,8.0,Tây,,,3.0,1.0,Have certificate,,1.83
Hồ Chí Minh,Gò Vấp,Phường 5,Đường Dương Quảng Hàm,56.0,,,,,2.0,,,Have certificate,,7.2
Đà Nẵng,Liên Chiểu,Phường Hòa Minh,Đường Phú Xuân 2,112.5,5.0,6.0,Tây - Nam,Tây - Nam,3.0,4.0,4.0,Have certificate,,7.25
Hồ Chí Minh,Quận 12,Phường Hiệp Thành,Đường 13,60.0,,6.0,,,2.0,2.0,1.0,Have certificate,,3.25
Hà Nội,Long Biên,Phường Long Biên,Đường Tư Đình,45.0,,,,,6.0,3.0,5.0,Have certificate,,8.45
Bình Dương,Thuận An,Phường Bình Chuẩn,Dự án Lavela Garden,70.0,,22.0,,,3.0,3.0,3.0,Have certificate,Full,2.65
Hồ Chí Minh,Quận 12,Phường Tân Thới Hiệp,Đường Tân Thới Hiệp 1,82.6,,3.0,,,,,,Have certificate,,3.3
Hồ Chí Minh,Quận 7,Phường Bình Thuận,Đường Lâm Văn Bền,108.4,,10.0,,,,4.0,,Have certificate,,9.4
